Nom;n°_Structure;Statut;Objet;Precision;Localisation;n°_Indiv;Sexe_Bio;Sexe_Genetique;Sexe_Archeo;Classe;Probable;AgeEstime;ClasseAge
ARTZENHEIM Lotissement les violettes;0004;identifié;ceinture;boucle simple;associé au corps;1;;;;Immature;FAUX;8 ans 6 mois à 14 ans 3 mois;[5-9]/[10-14]
ARTZENHEIM Lotissement les violettes;0004;identifié;couteau;;associé au corps;1;;;;Immature;FAUX;8 ans 6 mois à 14 ans 3 mois;[5-9]/[10-14]
ARTZENHEIM Lotissement les violettes;0005;identifié;ceinture;garniture simple;associé au corps;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0005;possible;contenant du défunt/chambre funéraire;;indéterminé;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0014;identifié;peigne;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0014;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0014;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0015;identifié;baudrier d'épée;garniture multiple;associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0015;identifié;ceinture;garniture simple à appliques;associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0015;identifié;flèche;douille ouverte;associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0016;non identifié;non identifié;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0020;non identifié;indéterminé;;secondaire (perturbé, pillé, résiduel);1;Féminin;Féminin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0024;identifié;ceinture;boucle simple;indéterminé;1;Féminin;Féminin;;Adulte;FAUX;> 60 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;possible;châtelaine;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;anneau(x) de châtelaine;;associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;rouelle/plaque de châtelaine;rouelle/plaque circulaire ajourée;associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;peigne;;associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;couteau;;associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;étui de peigne;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;pendant/pendentif;monnaie percée;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;pendant/pendentif;monnaie percée;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;pendant/pendentif;monnaie percée;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;identifié;lot de perles (vrac);;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;possible;boucle d'oreille;filiforme;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;possible;boucle d'oreille;filiforme;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;non identifié;non identifié;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;non identifié;non identifié;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0025;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0026;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0033;identifié;pot;;non associé au corps;1;Masculin;;;Adulte;FAUX;30 à 59 ans;[>20]
ARTZENHEIM Lotissement les violettes;0035;identifié;boucle d'oreille;filiforme;indéterminé;1;Féminin;Féminin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0036;identifié;scramasaxe;;associé au corps;1;;;;Immature;FAUX;8 ans à 13 ans 7 mois;[5-9]/[10-14]
ARTZENHEIM Lotissement les violettes;0036;identifié;fourreau;de scramasaxe;associé au corps;1;;;;Immature;FAUX;8 ans à 13 ans 7 mois;[5-9]/[10-14]
ARTZENHEIM Lotissement les violettes;0036;identifié;couteau;;associé au corps;1;;;;Immature;FAUX;8 ans à 13 ans 7 mois;[5-9]/[10-14]
ARTZENHEIM Lotissement les violettes;0036;identifié;fourreau;de couteau;associé au corps;1;;;;Immature;FAUX;8 ans à 13 ans 7 mois;[5-9]/[10-14]
ARTZENHEIM Lotissement les violettes;0036;identifié;ceinture;garniture simple;indéterminé;1;;;;Immature;FAUX;8 ans à 13 ans 7 mois;[5-9]/[10-14]
ARTZENHEIM Lotissement les violettes;0058;identifié;pot;;non associé au corps;1;Masculin;;;Adulte;FAUX;30 à 49 ans;[>20]
ARTZENHEIM Lotissement les violettes;0068;identifié;récipient;;non associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0069;identifié;couteau;;associé au corps;B;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0069;non identifié;indéterminé;;indéterminé;B;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0070;identifié;boucle d'oreille;filiforme;associé au corps;1;;;;ND;FAUX;ND;ND
ARTZENHEIM Lotissement les violettes;0070;identifié;boucle d'oreille;filiforme;associé au corps;1;;;;ND;FAUX;ND;ND
ARTZENHEIM Lotissement les violettes;0070;identifié;fibule;ronde ou polylobée;associé au corps;1;;;;ND;FAUX;ND;ND
ARTZENHEIM Lotissement les violettes;0070;possible;collier;de perles;indéterminé;1;;;;ND;FAUX;ND;ND
ARTZENHEIM Lotissement les violettes;0074;identifié;récipient;;non associé au corps;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0074;non identifié;indéterminé;;indéterminé;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0074;identifié;clou(s);unique;indéterminé;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0074;non identifié;indéterminé;;indéterminé;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0074;non identifié;indéterminé;;indéterminé;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0075;identifié;pot;;non associé au corps;1;Masculin;;;Adulte;FAUX;30 à 59 ans;[>20]
ARTZENHEIM Lotissement les violettes;0075;identifié;ceinture;boucle simple;associé au corps;1;Masculin;;;Adulte;FAUX;30 à 59 ans;[>20]
ARTZENHEIM Lotissement les violettes;0075;non identifié;indéterminé;;associé au corps;1;Masculin;;;Adulte;FAUX;30 à 59 ans;[>20]
ARTZENHEIM Lotissement les violettes;0076;identifié;pot;;non associé au corps;1;;;;Adulte;FAUX;> 60 ans;[>20]
ARTZENHEIM Lotissement les violettes;0076;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;> 60 ans;[>20]
ARTZENHEIM Lotissement les violettes;0081;identifié;pot;globulaire/ovoïde;non associé au corps;1;;;;Adulte;FAUX;>30 ans;[>20]
ARTZENHEIM Lotissement les violettes;0081;identifié;plat/assiette;;indéterminé;1;;;;Adulte;FAUX;>30 ans;[>20]
ARTZENHEIM Lotissement les violettes;0081;identifié;clou(s);unique;indéterminé;1;;;;Adulte;FAUX;>30 ans;[>20]
ARTZENHEIM Lotissement les violettes;0082;identifié;pot;;non associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0088;identifié;ceinture;boucle simple;indéterminé;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0088;non identifié;non identifié;;indéterminé;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0088;non identifié;non identifié;;indéterminé;1;;;;Adulte;VRAI;plus de 15 ans;[15-19]/[>20]
ARTZENHEIM Lotissement les violettes;0089;identifié;pot;globulaire/ovoïde;non associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;lance;douille fermée;non associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;flèche;;non associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;bouclier;;non associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;épée;;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;fourreau;d'épée;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;baudrier d'épée;plaque-boucle à appliques/bouclettes;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;scramasaxe;;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;fourreau;de scramasaxe;;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;ceinture;garniture double à appliques;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;possible;aumônière/sacoche;aumônière masculine;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;couteau;;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;possible;lame de tisserand;;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;peigne;;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;possible;carquois;;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;flèche;douille fermée;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;ceinture;boucle simple;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;identifié;éperon;;associé au corps;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0093;non identifié;indéterminé;;;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0094;identifié;ceinture;boucle simple;associé au corps;1;;;;Adulte;FAUX;30 à 59 ans;[>20]
ARTZENHEIM Lotissement les violettes;0095;identifié;couteau;;associé au corps;1;;;;Adulte;FAUX;> 50 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;non identifié;indéterminé;;indéterminé;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;non identifié;indéterminé;;indéterminé;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;non identifié;indéterminé;;indéterminé;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;non identifié;indéterminé;;indéterminé;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;non identifié;indéterminé;;indéterminé;1;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;identifié;lance;douille fermée;non associé au corps;2;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;identifié;ceinture;garniture double;associé au corps;2;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;non identifié;indéterminé;;associé au corps;2;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0096;non identifié;indéterminé;;indéterminé;2;Masculin;Masculin;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0099;identifié;boucle d'oreille;filiforme;associé au corps;1;;;;Immature;VRAI;ND;ND
ARTZENHEIM Lotissement les violettes;0099;identifié;boucle d'oreille;filiforme;associé au corps;1;;;;Immature;VRAI;ND;ND
ARTZENHEIM Lotissement les violettes;0099;identifié;collier;de perles;associé au corps;1;;;;Immature;VRAI;ND;ND
ARTZENHEIM Lotissement les violettes;0099;identifié;ceinture;garniture double;associé au corps;1;;;;Immature;VRAI;ND;ND
ARTZENHEIM Lotissement les violettes;0100;identifié;poinçon;;indéterminé;1;;;;Adulte;FAUX;>20 ans;[>20]
ARTZENHEIM Lotissement les violettes;0101;identifié;boucle d'oreille;filiforme;associé au corps;1;Féminin;Féminin;;Adulte;FAUX;20 à 49 ans;[>20]
ARTZENHEIM Lotissement les violettes;0101;identifié;boucle d'oreille;filiforme;associé au corps;1;Féminin;Féminin;;Adulte;FAUX;20 à 49 ans;[>20]
ARTZENHEIM Lotissement les violettes;0101;identifié;ceinture;boucle simple;associé au corps;1;Féminin;Féminin;;Adulte;FAUX;20 à 49 ans;[>20]
ARTZENHEIM Lotissement les violettes;0103;identifié;pot;globulaire/ovoïde;non associé au corps;1;;;;Adulte;FAUX;>20 ans;[>20]
ECKWERSHEIM Burgweg links (nécropole);1001;identifié;couteau;;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1001;identifié;ceinture;;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1001;possible;fourreau;;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1001;non identifié;indéterminé;;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1003;identifié;scramasaxe;;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1003;identifié;ceinture;garniture triple à appliques;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1003;identifié;flèche;;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1003;non identifié;indéterminé;;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1004;possible;ceinture;;indéterminé;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1004;identifié;couteau;;indéterminé;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1004;identifié;pot;biconique/caréné;indéterminé;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1004;possible;clou(s);lot;indéterminé;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1004;identifié;pot;biconique/caréné;indéterminé;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1004;identifié;faune;bovidé;indéterminé;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1004;non identifié;indéterminé;;secondaire (perturbé, pillé, résiduel);1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1005;identifié;fibule;ronde ou polylobée;associé au corps;1;Masculin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1005;identifié;ceinture;boucle simple;associé au corps;1;Masculin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1005;possible;coffre/coffret;;non associé au corps;1;Masculin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1005;identifié;pot;biconique/caréné;non associé au corps;1;Masculin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1005;identifié;faune;gallinacé;non associé au corps;1;Masculin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1006;identifié;collier;de perles;associé au corps;1;;;;Immature;FAUX;5-9;[5-9]
ECKWERSHEIM Burgweg links (nécropole);1006;non identifié;lot de perles (vrac);;;1;;;;Immature;FAUX;5-9;[5-9]
ECKWERSHEIM Burgweg links (nécropole);1006;identifié;ceinture;garniture simple à appliques;associé au corps;1;;;;Immature;FAUX;5-9;[5-9]
ECKWERSHEIM Burgweg links (nécropole);1006;identifié;épingle;;indéterminé;1;;;;Immature;FAUX;5-9;[5-9]
ECKWERSHEIM Burgweg links (nécropole);1007;identifié;bouteille;;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1007;identifié;pot;biconique/caréné;;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1007;identifié;collier;de perles;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1007;identifié;ceinture;boucle simple;indéterminé;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1007;identifié;faune;gallinacé;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1008;identifié;ceinture;garniture simple;associé au corps;1;;;;Immature;FAUX;10-14;[10-14]
ECKWERSHEIM Burgweg links (nécropole);1008;identifié;collier;de perles;associé au corps;1;;;;Immature;FAUX;10-14;[10-14]
ECKWERSHEIM Burgweg links (nécropole);1008;identifié;fibule;ronde ou polylobée;non associé au corps;1;;;;Immature;FAUX;10-14;[10-14]
ECKWERSHEIM Burgweg links (nécropole);1008;possible;aumônière/sacoche;sacoche féminine;non associé au corps;1;;;;Immature;FAUX;10-14;[10-14]
ECKWERSHEIM Burgweg links (nécropole);1008;non identifié;lot de perles (vrac);;non associé au corps;1;;;;Immature;FAUX;10-14;[10-14]
ECKWERSHEIM Burgweg links (nécropole);1008;identifié;faune;suidé;non associé au corps;1;;;;Immature;FAUX;10-14;[10-14]
ECKWERSHEIM Burgweg links (nécropole);1009;identifié;bouclier;;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1009;identifié;lance;douille fermée;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1009;identifié;épée;;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1009;identifié;fourreau;d'épée;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1009;identifié;scramasaxe;;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1009;identifié;fourreau;de scramasaxe;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1009;identifié;baudrier d'épée;;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1009;identifié;ceinture;garniture simple à appliques;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1009;non identifié;non identifié;;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1012;identifié;gobelet;apode;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1012;identifié;peigne;à double denture;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1012;identifié;ceinture;;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1012;identifié;collier;de perles;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1012;possible;vêtement;avec perles;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1012;identifié;faune;bovidé;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1012;identifié;œuf;;non associé au corps;1;;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;identifié;châtelaine;;associé au corps;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;non identifié;lot de perles (vrac);;indéterminé;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;possible;ceinture;boucle simple;indéterminé;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;possible;fourreau;de couteau;indéterminé;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;identifié;collier;de perles;associé au corps;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;possible;coffre/coffret;;non associé au corps;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;non identifié;indéterminé;;indéterminé;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;identifié;faune;gallinacé;non associé au corps;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1015;identifié;œuf;;non associé au corps;1;Féminin;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;scramasaxe;;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;fourreau;de scramasaxe;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;épée;;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;fourreau;d'épée;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;baudrier d'épée;plaque-boucle à appliques/bouclettes;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;ceinture;garniture double à appliques;non associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;peigne;à simple denture;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;lance;douille fermée;non associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;identifié;bouclier;;non associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;possible;ceinture;boucle simple;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1016;non identifié;non identifié;;associé au corps;1;Masculin;;;Adulte;FAUX;>20;[>20]
ECKWERSHEIM Burgweg links (nécropole);1017;identifié;pot;biconique/caréné;non associé au corps;1;Féminin;;;Adulte;FAUX;>40;[>20]
ECKWERSHEIM Burgweg links (nécropole);1017;identifié;couteau;;associé au corps;1;Féminin;;;Adulte;FAUX;>40;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;collier;composite (pendentif[s]+perle[s]);associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;possible;vêtement;avec perles;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;ceinture;boucle simple à appliques/rivets;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;gobelet;apode;non associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;fusaïole;;non associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;possible;coffre/coffret;;non associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;fusaïole;;non associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;châtelaine;;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;anneau(x) de châtelaine;entourant la rouelle;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;rouelle/plaque de châtelaine;rouelle/plaque circulaire ajourée;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;perle(s) de châtelaine;;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;pendant/pendentif;fossile;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;pendant/pendentif;clochette;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;couteau;;;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;possible;fourreau;de couteau;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;peigne;;associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;faune;suidé;non associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1019;identifié;œuf;;non associé au corps;1;;;;Adulte;FAUX;20-29;[>20]
ECKWERSHEIM Burgweg links (nécropole);1020;identifié;scramasaxe;;associé au corps;1;;;;Adulte;FAUX;>20;[>20]
