	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.7532	0.6364	0.6364	0.7500	0.8080	0.8182	0.3636	0.1818	
SIMSBM_[2]	1	0.7532	0.7273	0.7273	0.7917	0.8296	0.8636	0.2727	0.1364	
SIMSBM_[2]	2	0.7532	0.5455	0.5455	0.7500	0.8080	0.7727	0.4545	0.2273	
SIMSBM_[2]	3	0.7532	0.5455	0.5455	0.7500	0.8080	0.7727	0.4545	0.2273	
SIMSBM_[2]	4	0.7532	0.5455	0.5455	0.7500	0.8080	0.7727	0.4545	0.2273	
SIMSBM_[2]	5	0.7532	0.5455	0.5455	0.7500	0.8080	0.7727	0.4545	0.2273	
SIMSBM_[2]	6	0.7532	0.5455	0.5455	0.7500	0.8080	0.7727	0.4545	0.2273	
SIMSBM_[2]	7	0.7532	0.5455	0.5455	0.7500	0.8080	0.7727	0.4545	0.2273	
SIMSBM_[2]	8	0.7532	0.6364	0.6364	0.7500	0.8080	0.8182	0.3636	0.1818	
SIMSBM_[2]	9	0.7532	0.5455	0.5455	0.6667	0.7584	0.7727	0.4545	0.2273	
