	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.8182	0.8000	0.8000	0.8000	0.8600	0.8740	0.9000	0.2000	0.1000	
SIMSBM_[3]	1	0.8182	0.8000	0.8000	0.8000	0.8800	0.8949	0.9000	0.2000	0.1000	
SIMSBM_[3]	2	0.9000	0.9000	0.9000	0.9000	0.9100	0.9188	0.9500	0.1000	0.0500	
SIMSBM_[3]	3	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[3]	4	0.8182	0.8000	0.8000	0.8000	0.8800	0.8949	0.9000	0.2000	0.1000	
SIMSBM_[3]	5	0.8182	0.8000	0.8000	0.8000	0.8800	0.8949	0.9000	0.2000	0.1000	
SIMSBM_[3]	6	0.8182	0.8000	0.8000	0.8000	0.8800	0.8949	0.9000	0.2000	0.1000	
SIMSBM_[3]	7	0.8182	0.8000	0.8000	0.8000	0.8800	0.8949	0.9000	0.2000	0.1000	
SIMSBM_[3]	8	0.8571	0.8000	0.8000	0.8000	0.8800	0.8898	0.9000	0.2000	0.1000	
SIMSBM_[3]	9	0.8182	0.8000	0.8000	0.8000	0.8800	0.8949	0.9000	0.2000	0.1000	
