	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.8211	0.8085	0.8085	0.8085	0.9291	0.7699	0.9007	0.2128	0.0532	
SIMSBM_[1]	1	0.8211	0.8085	0.8085	0.8085	0.9344	0.7665	0.9043	0.1915	0.0479	
SIMSBM_[1]	2	0.8211	0.8085	0.8085	0.8085	0.9282	0.7649	0.8989	0.2340	0.0585	
SIMSBM_[1]	3	0.8211	0.8085	0.8085	0.8085	0.9344	0.7661	0.9043	0.1915	0.0479	
SIMSBM_[1]	4	0.8211	0.8085	0.8085	0.8085	0.9283	0.7654	0.8989	0.2340	0.0585	
SIMSBM_[1]	5	0.8211	0.8085	0.8085	0.8085	0.9345	0.7691	0.9007	0.2128	0.0532	
SIMSBM_[1]	6	0.8211	0.8085	0.8085	0.8085	0.9283	0.7654	0.8989	0.2340	0.0585	
SIMSBM_[1]	7	0.8211	0.8085	0.8085	0.8085	0.9268	0.7647	0.8989	0.2340	0.0585	
SIMSBM_[1]	8	0.8211	0.8085	0.8085	0.8085	0.9291	0.7699	0.9007	0.2128	0.0532	
SIMSBM_[1]	9	0.8211	0.8085	0.8085	0.8085	0.9294	0.7700	0.9007	0.2128	0.0532	
