	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8660	0.8511	0.8723	0.8723	0.9496	0.8181	0.9362	0.1277	0.0319	
SIMSBM_[2]	1	0.8750	0.8511	0.8723	0.8723	0.9498	0.8153	0.9362	0.1277	0.0319	
SIMSBM_[2]	2	0.8660	0.8511	0.8723	0.8723	0.9490	0.8175	0.9362	0.1277	0.0319	
SIMSBM_[2]	3	0.8687	0.8511	0.8723	0.8723	0.9508	0.8207	0.9362	0.1277	0.0319	
SIMSBM_[2]	4	0.8750	0.8511	0.8511	0.8511	0.9514	0.8307	0.9255	0.1489	0.0372	
SIMSBM_[2]	5	0.8511	0.8298	0.8511	0.8511	0.9472	0.8103	0.9255	0.1489	0.0372	
SIMSBM_[2]	6	0.8750	0.8511	0.8723	0.8723	0.9493	0.8156	0.9362	0.1277	0.0319	
SIMSBM_[2]	7	0.8750	0.8511	0.8723	0.8723	0.9525	0.8258	0.9362	0.1277	0.0319	
SIMSBM_[2]	8	0.8750	0.8511	0.8723	0.8723	0.9510	0.8223	0.9362	0.1277	0.0319	
SIMSBM_[2]	9	0.8542	0.8298	0.8723	0.8723	0.9478	0.8087	0.9362	0.1277	0.0319	
