	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8119	0.7872	0.7872	0.7872	0.9475	0.8402	0.8901	0.2340	0.0585	
SIMSBM_[2]	1	0.8000	0.7872	0.7872	0.7872	0.9475	0.8396	0.8901	0.2340	0.0585	
SIMSBM_[2]	2	0.7963	0.7872	0.7872	0.7872	0.9443	0.8315	0.8901	0.2340	0.0585	
SIMSBM_[2]	3	0.8000	0.7872	0.7872	0.7872	0.9476	0.8464	0.8901	0.2340	0.0585	
SIMSBM_[2]	4	0.8113	0.7872	0.7872	0.7872	0.9498	0.8421	0.8936	0.2128	0.0532	
SIMSBM_[2]	5	0.8119	0.7872	0.7872	0.7872	0.9519	0.8508	0.8936	0.2128	0.0532	
SIMSBM_[2]	6	0.8000	0.7872	0.7872	0.7872	0.9452	0.8345	0.8901	0.2340	0.0585	
SIMSBM_[2]	7	0.8119	0.7872	0.7872	0.7872	0.9475	0.8402	0.8901	0.2340	0.0585	
SIMSBM_[2]	8	0.8155	0.7872	0.7872	0.7872	0.9485	0.8161	0.8936	0.2128	0.0532	
SIMSBM_[2]	9	0.7963	0.7872	0.7872	0.7872	0.9448	0.8334	0.8901	0.2340	0.0585	
