	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8200	0.7872	0.7872	0.7872	0.9510	0.8514	0.8901	0.2340	0.0585	
SIMSBM_[2]	1	0.8155	0.7872	0.7872	0.7872	0.9478	0.8444	0.8901	0.2340	0.0585	
SIMSBM_[2]	2	0.7963	0.7872	0.7872	0.7872	0.9460	0.8432	0.8901	0.2340	0.0585	
SIMSBM_[2]	3	0.8119	0.7872	0.7872	0.7872	0.9476	0.8425	0.8901	0.2340	0.0585	
SIMSBM_[2]	4	0.8119	0.7872	0.7872	0.7872	0.9488	0.8466	0.8901	0.2340	0.0585	
SIMSBM_[2]	5	0.8200	0.7872	0.7872	0.7872	0.9520	0.8543	0.8901	0.2340	0.0585	
SIMSBM_[2]	6	0.7963	0.7872	0.7872	0.7872	0.9469	0.8467	0.8901	0.2340	0.0585	
SIMSBM_[2]	7	0.8200	0.7872	0.7872	0.7872	0.9511	0.8562	0.8901	0.2340	0.0585	
SIMSBM_[2]	8	0.8200	0.7872	0.7872	0.7872	0.9502	0.8485	0.8901	0.2340	0.0585	
SIMSBM_[2]	9	0.7963	0.7872	0.7872	0.7872	0.9466	0.8449	0.8901	0.2340	0.0585	
