	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.7292	0.7021	0.7447	0.7021	0.8671	0.7461	0.8511	0.4468	0.1117	
SIMSBM_[2]	1	0.7292	0.7021	0.7447	0.7021	0.8657	0.7403	0.8511	0.4468	0.1117	
SIMSBM_[2]	2	0.7292	0.7021	0.7447	0.7021	0.8671	0.7288	0.8511	0.4468	0.1117	
SIMSBM_[2]	3	0.7292	0.7021	0.7447	0.7021	0.8661	0.7375	0.8511	0.4468	0.1117	
SIMSBM_[2]	4	0.7216	0.6809	0.7234	0.6809	0.8668	0.7427	0.8404	0.4681	0.1170	
SIMSBM_[2]	5	0.7292	0.7021	0.7447	0.7021	0.8680	0.7388	0.8511	0.4468	0.1117	
SIMSBM_[2]	6	0.7292	0.7021	0.7447	0.7021	0.8707	0.7441	0.8511	0.4468	0.1117	
SIMSBM_[2]	7	0.7292	0.7021	0.7447	0.7021	0.8671	0.7410	0.8511	0.4468	0.1117	
SIMSBM_[2]	8	0.7292	0.7021	0.7447	0.7021	0.8646	0.7437	0.8511	0.4468	0.1117	
SIMSBM_[2]	9	0.7292	0.7021	0.7447	0.7021	0.8673	0.7465	0.8511	0.4468	0.1117	
