	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8113	0.7872	0.7872	0.7872	0.9478	0.8388	0.8901	0.2340	0.0585	
SIMSBM_[2]	1	0.8037	0.7872	0.7872	0.7872	0.9445	0.8053	0.8936	0.2128	0.0532	
SIMSBM_[2]	2	0.8113	0.7872	0.7872	0.7872	0.9475	0.8383	0.8901	0.2340	0.0585	
SIMSBM_[2]	3	0.8200	0.7872	0.7872	0.7872	0.9472	0.8275	0.8936	0.2128	0.0532	
SIMSBM_[2]	4	0.8113	0.7872	0.7872	0.7872	0.9475	0.8383	0.8901	0.2340	0.0585	
SIMSBM_[2]	5	0.8000	0.7872	0.7872	0.7872	0.9446	0.8230	0.8936	0.2128	0.0532	
SIMSBM_[2]	6	0.8113	0.7872	0.7872	0.7872	0.9475	0.8383	0.8901	0.2340	0.0585	
SIMSBM_[2]	7	0.8113	0.7872	0.7872	0.7872	0.9491	0.8467	0.8901	0.2340	0.0585	
SIMSBM_[2]	8	0.8113	0.7872	0.7872	0.7872	0.9493	0.8472	0.8901	0.2340	0.0585	
SIMSBM_[2]	9	0.8113	0.7872	0.7872	0.7872	0.9478	0.8388	0.8901	0.2340	0.0585	
