	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.7963	0.7872	0.7872	0.7872	0.9466	0.8343	0.8936	0.2128	0.0532	
SIMSBM_[1]	1	0.7963	0.7872	0.7872	0.7872	0.9461	0.8333	0.8901	0.2340	0.0585	
SIMSBM_[1]	2	0.7963	0.7872	0.7872	0.7872	0.9464	0.8341	0.8901	0.2340	0.0585	
SIMSBM_[1]	3	0.7963	0.7872	0.7872	0.7872	0.9464	0.8341	0.8901	0.2340	0.0585	
SIMSBM_[1]	4	0.7963	0.7872	0.7872	0.7872	0.9469	0.8344	0.8936	0.2128	0.0532	
SIMSBM_[1]	5	0.7963	0.7872	0.7872	0.7872	0.9461	0.8333	0.8901	0.2340	0.0585	
SIMSBM_[1]	6	0.7963	0.7872	0.7872	0.7872	0.9463	0.8339	0.8901	0.2340	0.0585	
SIMSBM_[1]	7	0.7963	0.7872	0.7872	0.7872	0.9466	0.8343	0.8936	0.2128	0.0532	
SIMSBM_[1]	8	0.7963	0.7872	0.7872	0.7872	0.9463	0.8334	0.8901	0.2340	0.0585	
SIMSBM_[1]	9	0.7963	0.7872	0.7872	0.7872	0.9466	0.8343	0.8936	0.2128	0.0532	
