	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.7333	0.6364	0.6364	0.6364	0.6860	0.7293	0.8182	0.3636	0.1818	
SIMSBM_[2]	1	0.7333	0.6364	0.6364	0.6364	0.7025	0.7444	0.8182	0.3636	0.1818	
SIMSBM_[2]	2	0.7273	0.7273	0.7273	0.7273	0.7107	0.7324	0.8636	0.2727	0.1364	
SIMSBM_[2]	3	0.7333	0.6364	0.6364	0.6364	0.6860	0.7293	0.8182	0.3636	0.1818	
SIMSBM_[2]	4	0.7273	0.7273	0.7273	0.7273	0.6942	0.7209	0.8636	0.2727	0.1364	
SIMSBM_[2]	5	0.7097	0.3636	0.3636	0.3636	0.3967	0.5487	0.6818	0.6364	0.3182	
SIMSBM_[2]	6	0.7097	0.6364	0.6364	0.6364	0.6529	0.6876	0.8182	0.3636	0.1818	
SIMSBM_[2]	7	0.7273	0.7273	0.7273	0.7273	0.6612	0.6978	0.8636	0.2727	0.1364	
SIMSBM_[2]	8	0.7273	0.7273	0.7273	0.7273	0.6942	0.7245	0.8636	0.2727	0.1364	
SIMSBM_[2]	9	0.7097	0.6364	0.6364	0.6364	0.6694	0.7039	0.8182	0.3636	0.1818	
