	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.8936	0.8936	0.8936	0.8936	0.9541	0.9168	0.9379	0.1702	0.0426	
SIMSBM_[1]	1	0.8936	0.8936	0.8936	0.8936	0.9549	0.9183	0.9397	0.1489	0.0372	
SIMSBM_[1]	2	0.8936	0.8936	0.8936	0.8936	0.9541	0.9170	0.9379	0.1702	0.0426	
SIMSBM_[1]	3	0.8936	0.8936	0.8936	0.8936	0.9532	0.9153	0.9379	0.1702	0.0426	
SIMSBM_[1]	4	0.8936	0.8936	0.8936	0.8936	0.9544	0.9169	0.9379	0.1702	0.0426	
SIMSBM_[1]	5	0.8936	0.8936	0.8936	0.8936	0.9549	0.9177	0.9397	0.1489	0.0372	
SIMSBM_[1]	6	0.8936	0.8936	0.8936	0.8936	0.9599	0.9226	0.9433	0.1277	0.0319	
SIMSBM_[1]	7	0.8936	0.8936	0.8936	0.8936	0.9550	0.9178	0.9397	0.1489	0.0372	
SIMSBM_[1]	8	0.8936	0.8936	0.8936	0.8936	0.9550	0.9228	0.9379	0.1702	0.0426	
SIMSBM_[1]	9	0.8936	0.8936	0.8936	0.8936	0.9520	0.9151	0.9397	0.1489	0.0372	
