	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.7083	0.6809	0.7234	0.6809	0.8676	0.7505	0.8404	0.4681	0.1170	
SIMSBM_[2]	1	0.7292	0.7021	0.7447	0.7021	0.8677	0.7480	0.8511	0.4468	0.1117	
SIMSBM_[2]	2	0.7292	0.7021	0.7447	0.7021	0.8683	0.7555	0.8511	0.4468	0.1117	
SIMSBM_[2]	3	0.7292	0.7021	0.7447	0.7021	0.8707	0.7557	0.8511	0.4468	0.1117	
SIMSBM_[2]	4	0.7292	0.7021	0.7447	0.7021	0.8734	0.7629	0.8511	0.4468	0.1117	
SIMSBM_[2]	5	0.7216	0.6809	0.7234	0.6809	0.8657	0.7435	0.8404	0.4681	0.1170	
SIMSBM_[2]	6	0.7292	0.7021	0.7447	0.7021	0.8695	0.7526	0.8511	0.4468	0.1117	
SIMSBM_[2]	7	0.7216	0.6809	0.7234	0.6809	0.8626	0.7410	0.8404	0.4681	0.1170	
SIMSBM_[2]	8	0.7216	0.6809	0.7234	0.6809	0.8693	0.7553	0.8404	0.4681	0.1170	
SIMSBM_[2]	9	0.7292	0.7021	0.7447	0.7021	0.8670	0.7459	0.8511	0.4468	0.1117	
