	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8817	0.8723	0.8723	0.8723	0.9543	0.9120	0.9291	0.1702	0.0426	
SIMSBM_[2]	1	0.8842	0.8723	0.8723	0.8723	0.9571	0.9217	0.9291	0.1702	0.0426	
SIMSBM_[2]	2	0.8817	0.8723	0.8723	0.8723	0.9543	0.9103	0.9291	0.1702	0.0426	
SIMSBM_[2]	3	0.8842	0.8723	0.8723	0.8723	0.9581	0.9243	0.9273	0.1915	0.0479	
SIMSBM_[2]	4	0.8842	0.8723	0.8723	0.8723	0.9573	0.9213	0.9291	0.1702	0.0426	
SIMSBM_[2]	5	0.8842	0.8723	0.8723	0.8723	0.9558	0.9164	0.9291	0.1702	0.0426	
SIMSBM_[2]	6	0.8842	0.8723	0.8723	0.8723	0.9556	0.9147	0.9291	0.1702	0.0426	
SIMSBM_[2]	7	0.8842	0.8723	0.8723	0.8723	0.9573	0.9198	0.9291	0.1702	0.0426	
SIMSBM_[2]	8	0.8842	0.8723	0.8723	0.8723	0.9590	0.9257	0.9291	0.1702	0.0426	
SIMSBM_[2]	9	0.8842	0.8723	0.8723	0.8723	0.9585	0.9246	0.9291	0.1702	0.0426	
