	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.7292	0.7021	0.7447	0.7021	0.8607	0.7237	0.8511	0.4468	0.1117	
SIMSBM_[2]	1	0.7292	0.7021	0.7447	0.7021	0.8629	0.7243	0.8511	0.4468	0.1117	
SIMSBM_[2]	2	0.7292	0.7021	0.7447	0.7021	0.8614	0.7244	0.8511	0.4468	0.1117	
SIMSBM_[2]	3	0.7292	0.7021	0.7447	0.7021	0.8629	0.7243	0.8511	0.4468	0.1117	
SIMSBM_[2]	4	0.7292	0.7021	0.7447	0.7021	0.8654	0.7414	0.8511	0.4468	0.1117	
SIMSBM_[2]	5	0.7292	0.7021	0.7447	0.7021	0.8714	0.7431	0.8511	0.4468	0.1117	
SIMSBM_[2]	6	0.7292	0.7021	0.7447	0.7021	0.8673	0.7289	0.8511	0.4468	0.1117	
SIMSBM_[2]	7	0.7292	0.7021	0.7447	0.7021	0.8615	0.7244	0.8511	0.4468	0.1117	
SIMSBM_[2]	8	0.7292	0.7021	0.7447	0.7021	0.8615	0.7244	0.8511	0.4468	0.1117	
SIMSBM_[2]	9	0.7292	0.7021	0.7447	0.7021	0.8626	0.7241	0.8511	0.4468	0.1117	
