	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.6863	0.6170	0.6809	0.6383	0.8566	0.7355	0.8191	0.5106	0.1277	
SIMSBM_[3]	1	0.7027	0.6170	0.6809	0.6383	0.8699	0.7478	0.8191	0.5106	0.1277	
SIMSBM_[3]	2	0.6847	0.6170	0.6809	0.6383	0.8615	0.7397	0.8191	0.5106	0.1277	
SIMSBM_[3]	3	0.6981	0.6170	0.6809	0.6383	0.8577	0.7226	0.8191	0.5106	0.1277	
SIMSBM_[3]	4	0.6984	0.6170	0.6596	0.6170	0.8633	0.7503	0.8085	0.5319	0.1330	
SIMSBM_[3]	5	0.7158	0.6809	0.7447	0.7021	0.8724	0.7627	0.8511	0.4468	0.1117	
SIMSBM_[3]	6	0.6852	0.6170	0.6596	0.6170	0.8649	0.7409	0.8085	0.5319	0.1330	
SIMSBM_[3]	7	0.6931	0.6383	0.6809	0.6383	0.8624	0.7483	0.8191	0.5106	0.1277	
SIMSBM_[3]	8	0.6880	0.6170	0.6596	0.6170	0.8605	0.7349	0.8085	0.5319	0.1330	
SIMSBM_[3]	9	0.7040	0.6170	0.6596	0.6170	0.8664	0.7536	0.8085	0.5319	0.1330	
