	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8148	0.7273	0.7273	0.7273	0.8430	0.8592	0.8636	0.2727	0.1364	
SIMSBM_[2]	1	0.8148	0.7273	0.7273	0.7273	0.8430	0.8592	0.8636	0.2727	0.1364	
SIMSBM_[2]	2	0.8148	0.7273	0.7273	0.7273	0.8430	0.8592	0.8636	0.2727	0.1364	
SIMSBM_[2]	3	0.8148	0.7273	0.7273	0.7273	0.8430	0.8592	0.8636	0.2727	0.1364	
SIMSBM_[2]	4	0.7826	0.7273	0.7273	0.7273	0.8430	0.8473	0.8636	0.2727	0.1364	
SIMSBM_[2]	5	0.8148	0.7273	0.7273	0.7273	0.8430	0.8592	0.8636	0.2727	0.1364	
SIMSBM_[2]	6	0.8148	0.7273	0.7273	0.7273	0.8430	0.8592	0.8636	0.2727	0.1364	
SIMSBM_[2]	7	0.8148	0.7273	0.7273	0.7273	0.8430	0.8592	0.8636	0.2727	0.1364	
SIMSBM_[2]	8	0.7857	0.7273	0.7273	0.7273	0.8264	0.8426	0.8636	0.2727	0.1364	
SIMSBM_[2]	9	0.8148	0.7273	0.7273	0.7273	0.8430	0.8592	0.8636	0.2727	0.1364	
