	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	1	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	2	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	3	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	4	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	5	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	6	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	7	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	8	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
SIMSBM_[1]	9	0.8014	0.3636	0.3636	0.9583	0.9672	0.6818	0.6364	0.3182	
