	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.8298	0.8298	0.8298	0.8298	0.9297	0.7859	0.9078	0.2128	0.0532	
SIMSBM_[3]	1	0.8298	0.8298	0.8298	0.8298	0.9218	0.7867	0.9113	0.1915	0.0479	
SIMSBM_[3]	2	0.8298	0.8298	0.8298	0.8298	0.9212	0.7795	0.9113	0.1915	0.0479	
SIMSBM_[3]	3	0.8298	0.8298	0.8298	0.8298	0.9134	0.7640	0.9096	0.2128	0.0532	
SIMSBM_[3]	4	0.8298	0.8298	0.8298	0.8298	0.9217	0.7747	0.9113	0.1915	0.0479	
SIMSBM_[3]	5	0.8298	0.8298	0.8298	0.8298	0.9155	0.7586	0.9113	0.1915	0.0479	
SIMSBM_[3]	6	0.8211	0.8085	0.8085	0.8085	0.9250	0.7829	0.9007	0.2128	0.0532	
SIMSBM_[3]	7	0.8298	0.8298	0.8298	0.8298	0.9241	0.7797	0.9113	0.1915	0.0479	
SIMSBM_[3]	8	0.8298	0.8298	0.8298	0.8298	0.9137	0.7670	0.9096	0.2128	0.0532	
SIMSBM_[3]	9	0.8298	0.8298	0.8298	0.8298	0.9205	0.7801	0.9113	0.1915	0.0479	
