	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.8936	0.8936	0.8936	0.8936	0.9547	0.9171	0.9397	0.1489	0.0372	
SIMSBM_[1]	1	0.8936	0.8936	0.8936	0.8936	0.9546	0.9171	0.9379	0.1702	0.0426	
SIMSBM_[1]	2	0.8936	0.8936	0.8936	0.8936	0.9544	0.9170	0.9397	0.1489	0.0372	
SIMSBM_[1]	3	0.8936	0.8936	0.8936	0.8936	0.9547	0.9172	0.9397	0.1489	0.0372	
SIMSBM_[1]	4	0.8936	0.8936	0.8936	0.8936	0.9549	0.9171	0.9397	0.1489	0.0372	
SIMSBM_[1]	5	0.8936	0.8936	0.8936	0.8936	0.9544	0.9170	0.9397	0.1489	0.0372	
SIMSBM_[1]	6	0.8936	0.8936	0.8936	0.8936	0.9546	0.9171	0.9397	0.1489	0.0372	
SIMSBM_[1]	7	0.8936	0.8936	0.8936	0.8936	0.9540	0.9169	0.9379	0.1702	0.0426	
SIMSBM_[1]	8	0.8936	0.8936	0.8936	0.8936	0.9547	0.9171	0.9397	0.1489	0.0372	
SIMSBM_[1]	9	0.8936	0.8936	0.8936	0.8936	0.9540	0.9169	0.9379	0.1702	0.0426	
