	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.7292	0.7021	0.7447	0.7021	0.8682	0.7580	0.8511	0.4468	0.1117	
SIMSBM_[2]	1	0.7292	0.7021	0.7447	0.7021	0.8718	0.7591	0.8511	0.4468	0.1117	
SIMSBM_[2]	2	0.7292	0.7021	0.7447	0.7021	0.8692	0.7503	0.8511	0.4468	0.1117	
SIMSBM_[2]	3	0.7292	0.7021	0.7447	0.7021	0.8684	0.7476	0.8511	0.4468	0.1117	
SIMSBM_[2]	4	0.7292	0.7021	0.7447	0.7021	0.8684	0.7506	0.8511	0.4468	0.1117	
SIMSBM_[2]	5	0.7292	0.7021	0.7447	0.7021	0.8673	0.7555	0.8511	0.4468	0.1117	
SIMSBM_[2]	6	0.7292	0.7021	0.7447	0.7021	0.8711	0.7615	0.8511	0.4468	0.1117	
SIMSBM_[2]	7	0.7292	0.7021	0.7447	0.7021	0.8635	0.7457	0.8511	0.4468	0.1117	
SIMSBM_[2]	8	0.7083	0.6809	0.7234	0.6809	0.8654	0.7483	0.8404	0.4681	0.1170	
SIMSBM_[2]	9	0.7292	0.7021	0.7447	0.7021	0.8684	0.7514	0.8511	0.4468	0.1117	
