	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8817	0.8723	0.8723	0.8723	0.9550	0.9185	0.9273	0.1915	0.0479	
SIMSBM_[2]	1	0.8913	0.8723	0.8723	0.8723	0.9526	0.9194	0.9326	0.1489	0.0372	
SIMSBM_[2]	2	0.8842	0.8723	0.8723	0.8723	0.9534	0.9208	0.9326	0.1489	0.0372	
SIMSBM_[2]	3	0.8842	0.8723	0.8723	0.8723	0.9552	0.9260	0.9273	0.1915	0.0479	
SIMSBM_[2]	4	0.8842	0.8723	0.8723	0.8723	0.9547	0.9156	0.9273	0.1915	0.0479	
SIMSBM_[2]	5	0.8817	0.8723	0.8723	0.8723	0.9550	0.9185	0.9273	0.1915	0.0479	
SIMSBM_[2]	6	0.8842	0.8723	0.8723	0.8723	0.9547	0.9156	0.9273	0.1915	0.0479	
SIMSBM_[2]	7	0.8842	0.8723	0.8723	0.8723	0.9549	0.9156	0.9273	0.1915	0.0479	
SIMSBM_[2]	8	0.8817	0.8723	0.8723	0.8723	0.9552	0.9187	0.9273	0.1915	0.0479	
SIMSBM_[2]	9	0.8913	0.8723	0.8723	0.8723	0.9531	0.9181	0.9291	0.1702	0.0426	
