	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.8000	0.7872	0.7872	0.7872	0.9395	0.8062	0.8936	0.2128	0.0532	
SIMSBM_[3]	1	0.8119	0.7872	0.7872	0.7872	0.9491	0.8470	0.8936	0.2128	0.0532	
SIMSBM_[3]	2	0.8119	0.7872	0.7872	0.7872	0.9475	0.8430	0.8883	0.2553	0.0638	
SIMSBM_[3]	3	0.8000	0.7872	0.7872	0.7872	0.9393	0.7970	0.8901	0.2340	0.0585	
SIMSBM_[3]	4	0.7890	0.7872	0.7872	0.7872	0.9457	0.8426	0.8901	0.2340	0.0585	
SIMSBM_[3]	5	0.8113	0.7872	0.7872	0.7872	0.9457	0.8382	0.8901	0.2340	0.0585	
SIMSBM_[3]	6	0.8113	0.7872	0.7872	0.7872	0.9481	0.8501	0.8901	0.2340	0.0585	
SIMSBM_[3]	7	0.8113	0.7872	0.7872	0.7872	0.9427	0.8246	0.8936	0.2128	0.0532	
SIMSBM_[3]	8	0.8000	0.7872	0.7872	0.7872	0.9354	0.7842	0.8901	0.2340	0.0585	
SIMSBM_[3]	9	0.8000	0.7872	0.7872	0.7872	0.9387	0.8047	0.8936	0.2128	0.0532	
