	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	90	0.8842	0.8723	0.8723	0.9571	0.9206	0.9291	0.1702	0.0426	
SIMSBM_[2]	91	0.8842	0.8723	0.8723	0.9558	0.9153	0.9291	0.1702	0.0426	
SIMSBM_[2]	92	0.8842	0.8723	0.8723	0.9562	0.9178	0.9291	0.1702	0.0426	
SIMSBM_[2]	93	0.8842	0.8723	0.8723	0.9561	0.9156	0.9291	0.1702	0.0426	
SIMSBM_[2]	94	0.8842	0.8723	0.8723	0.9568	0.9209	0.9291	0.1702	0.0426	
SIMSBM_[2]	95	0.8936	0.8723	0.8723	0.9567	0.9178	0.9273	0.1915	0.0479	
SIMSBM_[2]	96	0.8817	0.8723	0.8723	0.9552	0.9137	0.9291	0.1702	0.0426	
SIMSBM_[2]	97	0.8936	0.8723	0.8723	0.9585	0.9225	0.9273	0.1915	0.0479	
SIMSBM_[2]	98	0.8817	0.8723	0.8723	0.9556	0.9144	0.9291	0.1702	0.0426	
SIMSBM_[2]	99	0.8936	0.8723	0.8723	0.9582	0.9250	0.9291	0.1702	0.0426	
