	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8842	0.8723	0.8723	0.9582	0.9244	0.9291	0.1702	0.0426	
SIMSBM_[2]	1	0.8936	0.8723	0.8723	0.9599	0.9279	0.9291	0.1702	0.0426	
SIMSBM_[2]	2	0.8842	0.8723	0.8723	0.9562	0.9158	0.9291	0.1702	0.0426	
SIMSBM_[2]	3	0.8842	0.8723	0.8723	0.9568	0.9196	0.9291	0.1702	0.0426	
SIMSBM_[2]	4	0.8842	0.8723	0.8723	0.9562	0.9210	0.9273	0.1915	0.0479	
SIMSBM_[2]	5	0.8842	0.8723	0.8723	0.9564	0.9167	0.9291	0.1702	0.0426	
SIMSBM_[2]	6	0.8842	0.8723	0.8723	0.9559	0.9199	0.9291	0.1702	0.0426	
SIMSBM_[2]	7	0.8817	0.8723	0.8723	0.9553	0.9137	0.9291	0.1702	0.0426	
SIMSBM_[2]	8	0.8842	0.8723	0.8723	0.9555	0.9153	0.9273	0.1915	0.0479	
SIMSBM_[2]	9	0.8842	0.8723	0.8723	0.9573	0.9202	0.9291	0.1702	0.0426	
SIMSBM_[2]	10	0.8936	0.8723	0.8723	0.9588	0.9245	0.9291	0.1702	0.0426	
SIMSBM_[2]	11	0.8817	0.8723	0.8723	0.9535	0.9095	0.9291	0.1702	0.0426	
SIMSBM_[2]	12	0.8842	0.8723	0.8723	0.9576	0.9232	0.9273	0.1915	0.0479	
SIMSBM_[2]	13	0.8936	0.8723	0.8723	0.9590	0.9230	0.9291	0.1702	0.0426	
SIMSBM_[2]	14	0.8842	0.8723	0.8723	0.9570	0.9197	0.9291	0.1702	0.0426	
SIMSBM_[2]	15	0.8817	0.8723	0.8723	0.9540	0.9119	0.9273	0.1915	0.0479	
SIMSBM_[2]	16	0.8936	0.8723	0.8723	0.9559	0.9190	0.9291	0.1702	0.0426	
SIMSBM_[2]	17	0.8842	0.8723	0.8723	0.9576	0.9235	0.9273	0.1915	0.0479	
SIMSBM_[2]	18	0.8817	0.8723	0.8723	0.9528	0.9100	0.9273	0.1915	0.0479	
SIMSBM_[2]	19	0.8842	0.8723	0.8723	0.9585	0.9252	0.9291	0.1702	0.0426	
SIMSBM_[2]	20	0.8936	0.8723	0.8723	0.9593	0.9263	0.9273	0.1915	0.0479	
SIMSBM_[2]	21	0.8817	0.8723	0.8723	0.9532	0.9082	0.9291	0.1702	0.0426	
SIMSBM_[2]	22	0.8817	0.8723	0.8723	0.9531	0.9088	0.9291	0.1702	0.0426	
SIMSBM_[2]	23	0.8817	0.8723	0.8723	0.9541	0.9112	0.9291	0.1702	0.0426	
SIMSBM_[2]	24	0.8842	0.8723	0.8723	0.9549	0.9131	0.9291	0.1702	0.0426	
SIMSBM_[2]	25	0.8936	0.8723	0.8723	0.9585	0.9240	0.9291	0.1702	0.0426	
SIMSBM_[2]	26	0.8936	0.8723	0.8723	0.9588	0.9230	0.9291	0.1702	0.0426	
SIMSBM_[2]	27	0.8817	0.8723	0.8723	0.9553	0.9134	0.9291	0.1702	0.0426	
SIMSBM_[2]	28	0.8842	0.8723	0.8723	0.9562	0.9149	0.9291	0.1702	0.0426	
SIMSBM_[2]	29	0.8842	0.8723	0.8723	0.9550	0.9133	0.9291	0.1702	0.0426	
SIMSBM_[2]	30	0.8936	0.8723	0.8723	0.9570	0.9176	0.9291	0.1702	0.0426	
SIMSBM_[2]	31	0.8842	0.8723	0.8723	0.9587	0.9247	0.9291	0.1702	0.0426	
SIMSBM_[2]	32	0.8842	0.8723	0.8723	0.9564	0.9159	0.9291	0.1702	0.0426	
SIMSBM_[2]	33	0.8842	0.8723	0.8723	0.9562	0.9190	0.9273	0.1915	0.0479	
SIMSBM_[2]	34	0.8936	0.8723	0.8723	0.9574	0.9219	0.9291	0.1702	0.0426	
SIMSBM_[2]	35	0.8817	0.8723	0.8723	0.9553	0.9134	0.9291	0.1702	0.0426	
SIMSBM_[2]	36	0.8842	0.8723	0.8723	0.9576	0.9224	0.9291	0.1702	0.0426	
SIMSBM_[2]	37	0.8842	0.8723	0.8723	0.9568	0.9179	0.9291	0.1702	0.0426	
SIMSBM_[2]	38	0.8817	0.8723	0.8723	0.9547	0.9125	0.9291	0.1702	0.0426	
SIMSBM_[2]	39	0.8842	0.8723	0.8723	0.9562	0.9158	0.9291	0.1702	0.0426	
SIMSBM_[2]	40	0.8842	0.8723	0.8723	0.9568	0.9195	0.9291	0.1702	0.0426	
SIMSBM_[2]	41	0.8842	0.8723	0.8723	0.9570	0.9179	0.9273	0.1915	0.0479	
SIMSBM_[2]	42	0.8842	0.8723	0.8723	0.9559	0.9155	0.9291	0.1702	0.0426	
SIMSBM_[2]	43	0.8842	0.8723	0.8723	0.9547	0.9127	0.9291	0.1702	0.0426	
SIMSBM_[2]	44	0.8817	0.8723	0.8723	0.9537	0.9114	0.9291	0.1702	0.0426	
SIMSBM_[2]	45	0.8842	0.8723	0.8723	0.9571	0.9194	0.9291	0.1702	0.0426	
SIMSBM_[2]	46	0.8842	0.8723	0.8723	0.9584	0.9247	0.9291	0.1702	0.0426	
SIMSBM_[2]	47	0.8936	0.8723	0.8723	0.9602	0.9279	0.9273	0.1915	0.0479	
SIMSBM_[2]	48	0.8936	0.8723	0.8723	0.9606	0.9284	0.9291	0.1702	0.0426	
SIMSBM_[2]	49	0.8817	0.8723	0.8723	0.9555	0.9144	0.9291	0.1702	0.0426	
SIMSBM_[2]	50	0.8936	0.8723	0.8723	0.9585	0.9229	0.9291	0.1702	0.0426	
SIMSBM_[2]	51	0.8842	0.8723	0.8723	0.9570	0.9209	0.9273	0.1915	0.0479	
SIMSBM_[2]	52	0.8936	0.8723	0.8723	0.9570	0.9192	0.9291	0.1702	0.0426	
SIMSBM_[2]	53	0.9032	0.8936	0.8936	0.9571	0.9213	0.9379	0.1702	0.0426	
SIMSBM_[2]	54	0.8817	0.8723	0.8723	0.9549	0.9137	0.9291	0.1702	0.0426	
SIMSBM_[2]	55	0.8842	0.8723	0.8723	0.9561	0.9156	0.9291	0.1702	0.0426	
SIMSBM_[2]	56	0.8936	0.8723	0.8723	0.9596	0.9270	0.9273	0.1915	0.0479	
SIMSBM_[2]	57	0.8817	0.8723	0.8723	0.9540	0.9123	0.9291	0.1702	0.0426	
SIMSBM_[2]	58	0.8842	0.8723	0.8723	0.9558	0.9189	0.9273	0.1915	0.0479	
SIMSBM_[2]	59	0.8817	0.8723	0.8723	0.9532	0.9097	0.9291	0.1702	0.0426	
SIMSBM_[2]	60	0.8817	0.8723	0.8723	0.9544	0.9111	0.9291	0.1702	0.0426	
SIMSBM_[2]	61	0.8817	0.8723	0.8723	0.9529	0.9098	0.9291	0.1702	0.0426	
SIMSBM_[2]	62	0.8842	0.8723	0.8723	0.9594	0.9247	0.9291	0.1702	0.0426	
SIMSBM_[2]	63	0.8842	0.8723	0.8723	0.9564	0.9201	0.9291	0.1702	0.0426	
SIMSBM_[2]	64	0.8842	0.8723	0.8723	0.9561	0.9176	0.9291	0.1702	0.0426	
SIMSBM_[2]	65	0.8842	0.8723	0.8723	0.9585	0.9232	0.9273	0.1915	0.0479	
SIMSBM_[2]	66	0.8842	0.8723	0.8723	0.9576	0.9225	0.9291	0.1702	0.0426	
SIMSBM_[2]	67	0.8842	0.8723	0.8723	0.9606	0.9299	0.9273	0.1915	0.0479	
SIMSBM_[2]	68	0.8817	0.8723	0.8723	0.9547	0.9127	0.9291	0.1702	0.0426	
SIMSBM_[2]	69	0.8817	0.8723	0.8723	0.9523	0.9072	0.9291	0.1702	0.0426	
SIMSBM_[2]	70	0.8842	0.8723	0.8723	0.9549	0.9150	0.9291	0.1702	0.0426	
SIMSBM_[2]	71	0.8842	0.8723	0.8723	0.9564	0.9205	0.9291	0.1702	0.0426	
SIMSBM_[2]	72	0.9032	0.8936	0.8936	0.9567	0.9174	0.9397	0.1489	0.0372	
SIMSBM_[2]	73	0.8842	0.8723	0.8723	0.9559	0.9155	0.9291	0.1702	0.0426	
SIMSBM_[2]	74	0.8936	0.8723	0.8723	0.9568	0.9180	0.9291	0.1702	0.0426	
SIMSBM_[2]	75	0.8936	0.8723	0.8723	0.9588	0.9229	0.9291	0.1702	0.0426	
SIMSBM_[2]	76	0.8817	0.8723	0.8723	0.9547	0.9118	0.9291	0.1702	0.0426	
SIMSBM_[2]	77	0.8842	0.8723	0.8723	0.9556	0.9154	0.9291	0.1702	0.0426	
SIMSBM_[2]	78	0.8842	0.8723	0.8723	0.9570	0.9211	0.9291	0.1702	0.0426	
SIMSBM_[2]	79	0.8842	0.8723	0.8723	0.9556	0.9157	0.9291	0.1702	0.0426	
SIMSBM_[2]	80	0.8936	0.8723	0.8723	0.9593	0.9246	0.9291	0.1702	0.0426	
SIMSBM_[2]	81	0.8936	0.8723	0.8723	0.9587	0.9249	0.9273	0.1915	0.0479	
SIMSBM_[2]	82	0.8842	0.8723	0.8723	0.9571	0.9201	0.9291	0.1702	0.0426	
SIMSBM_[2]	83	0.8817	0.8723	0.8723	0.9550	0.9126	0.9291	0.1702	0.0426	
SIMSBM_[2]	84	0.8842	0.8723	0.8723	0.9585	0.9245	0.9273	0.1915	0.0479	
SIMSBM_[2]	85	0.8936	0.8723	0.8723	0.9588	0.9229	0.9291	0.1702	0.0426	
SIMSBM_[2]	86	0.8842	0.8723	0.8723	0.9579	0.9222	0.9291	0.1702	0.0426	
SIMSBM_[2]	87	0.8817	0.8723	0.8723	0.9546	0.9124	0.9291	0.1702	0.0426	
SIMSBM_[2]	88	0.8842	0.8723	0.8723	0.9550	0.9145	0.9291	0.1702	0.0426	
SIMSBM_[2]	89	0.8936	0.8723	0.8723	0.9597	0.9262	0.9273	0.1915	0.0479	
