	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8200	0.7872	0.7872	0.7872	0.9478	0.8407	0.8901	0.2340	0.0585	
SIMSBM_[2]	1	0.8113	0.7872	0.7872	0.7872	0.9499	0.8414	0.8936	0.2128	0.0532	
SIMSBM_[2]	2	0.8037	0.7872	0.7872	0.7872	0.9469	0.8396	0.8901	0.2340	0.0585	
SIMSBM_[2]	3	0.7890	0.7872	0.7872	0.7872	0.9425	0.8260	0.8901	0.2340	0.0585	
SIMSBM_[2]	4	0.8200	0.7872	0.7872	0.7872	0.9479	0.8413	0.8901	0.2340	0.0585	
SIMSBM_[2]	5	0.8200	0.7872	0.7872	0.7872	0.9517	0.8444	0.8936	0.2128	0.0532	
SIMSBM_[2]	6	0.8200	0.7872	0.7872	0.7872	0.9479	0.8413	0.8901	0.2340	0.0585	
SIMSBM_[2]	7	0.8200	0.7872	0.7872	0.7872	0.9479	0.8413	0.8901	0.2340	0.0585	
SIMSBM_[2]	8	0.8037	0.7872	0.7872	0.7872	0.9437	0.8145	0.8936	0.2128	0.0532	
SIMSBM_[2]	9	0.8113	0.7872	0.7872	0.7872	0.9498	0.8421	0.8936	0.2128	0.0532	
