	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	1	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	2	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	3	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	4	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	5	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	6	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	7	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	8	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
SIMSBM_[1]	9	0.8571	0.8000	0.8000	0.8000	0.9000	0.9106	0.9000	0.2000	0.1000	
