	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.8696	0.8511	0.8723	0.8723	0.9467	0.8870	0.9326	0.1489	0.0372	
SIMSBM_[3]	1	0.8817	0.8723	0.8723	0.8723	0.9476	0.8859	0.9326	0.1489	0.0372	
SIMSBM_[3]	2	0.8696	0.8511	0.8723	0.8723	0.9481	0.8907	0.9326	0.1489	0.0372	
SIMSBM_[3]	3	0.8817	0.8723	0.8723	0.8723	0.9568	0.9149	0.9291	0.1702	0.0426	
SIMSBM_[3]	4	0.8696	0.8511	0.8723	0.8723	0.9550	0.9129	0.9273	0.1915	0.0479	
SIMSBM_[3]	5	0.8817	0.8723	0.8723	0.8723	0.9487	0.8938	0.9326	0.1489	0.0372	
SIMSBM_[3]	6	0.8696	0.8511	0.8723	0.8723	0.9469	0.8826	0.9326	0.1489	0.0372	
SIMSBM_[3]	7	0.8696	0.8511	0.8723	0.8723	0.9549	0.9129	0.9273	0.1915	0.0479	
SIMSBM_[3]	8	0.8817	0.8723	0.8723	0.8723	0.9473	0.8854	0.9291	0.1702	0.0426	
SIMSBM_[3]	9	0.8696	0.8511	0.8723	0.8723	0.9528	0.9071	0.9291	0.1702	0.0426	
