	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8842	0.8723	0.8723	0.8723	0.9571	0.9185	0.9273	0.1915	0.0479	
SIMSBM_[2]	1	0.8842	0.8723	0.8723	0.8723	0.9547	0.9156	0.9273	0.1915	0.0479	
SIMSBM_[2]	2	0.8842	0.8723	0.8723	0.8723	0.9564	0.9169	0.9291	0.1702	0.0426	
SIMSBM_[2]	3	0.8842	0.8723	0.8723	0.8723	0.9556	0.9176	0.9273	0.1915	0.0479	
SIMSBM_[2]	4	0.8842	0.8723	0.8723	0.8723	0.9571	0.9181	0.9273	0.1915	0.0479	
SIMSBM_[2]	5	0.8842	0.8723	0.8723	0.8723	0.9556	0.9176	0.9273	0.1915	0.0479	
SIMSBM_[2]	6	0.8817	0.8723	0.8723	0.8723	0.9517	0.9080	0.9273	0.1915	0.0479	
SIMSBM_[2]	7	0.8842	0.8723	0.8723	0.8723	0.9549	0.9156	0.9291	0.1702	0.0426	
SIMSBM_[2]	8	0.8842	0.8723	0.8723	0.8723	0.9571	0.9181	0.9273	0.1915	0.0479	
SIMSBM_[2]	9	0.8842	0.8723	0.8723	0.8723	0.9559	0.9186	0.9273	0.1915	0.0479	
