	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.7292	0.7021	0.7447	0.7021	0.8668	0.7401	0.8511	0.4468	0.1117	
SIMSBM_[2]	1	0.7292	0.7021	0.7447	0.7021	0.8670	0.7356	0.8511	0.4468	0.1117	
SIMSBM_[2]	2	0.7292	0.7021	0.7447	0.7021	0.8646	0.7371	0.8511	0.4468	0.1117	
SIMSBM_[2]	3	0.7292	0.7021	0.7447	0.7021	0.8633	0.7438	0.8511	0.4468	0.1117	
SIMSBM_[2]	4	0.7292	0.7021	0.7447	0.7021	0.8620	0.7307	0.8511	0.4468	0.1117	
SIMSBM_[2]	5	0.7292	0.7021	0.7447	0.7021	0.8613	0.7309	0.8511	0.4468	0.1117	
SIMSBM_[2]	6	0.7292	0.7021	0.7447	0.7021	0.8712	0.7364	0.8511	0.4468	0.1117	
SIMSBM_[2]	7	0.7216	0.6809	0.7234	0.6809	0.8605	0.7348	0.8404	0.4681	0.1170	
SIMSBM_[2]	8	0.7292	0.7021	0.7447	0.7021	0.8643	0.7386	0.8511	0.4468	0.1117	
SIMSBM_[2]	9	0.7216	0.6809	0.7234	0.6809	0.8630	0.7438	0.8404	0.4681	0.1170	
