	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.7292	0.7021	0.7447	0.7021	0.8637	0.7194	0.8511	0.4468	0.1117	
SIMSBM_[1]	1	0.7292	0.7021	0.7447	0.7021	0.8674	0.7213	0.8511	0.4468	0.1117	
SIMSBM_[1]	2	0.7292	0.7021	0.7447	0.7021	0.8657	0.7205	0.8511	0.4468	0.1117	
SIMSBM_[1]	3	0.7292	0.7021	0.7447	0.7021	0.8623	0.7190	0.8511	0.4468	0.1117	
SIMSBM_[1]	4	0.7292	0.7021	0.7447	0.7021	0.8626	0.7192	0.8511	0.4468	0.1117	
SIMSBM_[1]	5	0.7292	0.7021	0.7447	0.7021	0.8630	0.7191	0.8511	0.4468	0.1117	
SIMSBM_[1]	6	0.7292	0.7021	0.7447	0.7021	0.8610	0.7182	0.8511	0.4468	0.1117	
SIMSBM_[1]	7	0.7292	0.7021	0.7447	0.7021	0.8624	0.7189	0.8511	0.4468	0.1117	
SIMSBM_[1]	8	0.7292	0.7021	0.7447	0.7021	0.8586	0.7172	0.8511	0.4468	0.1117	
SIMSBM_[1]	9	0.7292	0.7021	0.7447	0.7021	0.8627	0.7190	0.8511	0.4468	0.1117	
