	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8211	0.8085	0.8085	0.8085	0.9227	0.7791	0.9007	0.2128	0.0532	
SIMSBM_[2]	1	0.8211	0.8085	0.8085	0.8085	0.9194	0.7767	0.9007	0.2128	0.0532	
SIMSBM_[2]	2	0.8211	0.8085	0.8085	0.8085	0.9141	0.7726	0.8989	0.2340	0.0585	
SIMSBM_[2]	3	0.8211	0.8085	0.8085	0.8085	0.9217	0.7678	0.9007	0.2128	0.0532	
SIMSBM_[2]	4	0.8211	0.8085	0.8085	0.8085	0.9199	0.7780	0.9007	0.2128	0.0532	
SIMSBM_[2]	5	0.8211	0.8085	0.8085	0.8085	0.9202	0.7786	0.9007	0.2128	0.0532	
SIMSBM_[2]	6	0.8211	0.8085	0.8085	0.8085	0.9202	0.7618	0.9007	0.2128	0.0532	
SIMSBM_[2]	7	0.8211	0.8085	0.8085	0.8085	0.9173	0.7594	0.9007	0.2128	0.0532	
SIMSBM_[2]	8	0.8211	0.8085	0.8085	0.8085	0.9256	0.7755	0.8972	0.2340	0.0585	
SIMSBM_[2]	9	0.8211	0.8085	0.8085	0.8085	0.9191	0.7766	0.9007	0.2128	0.0532	
