	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	1	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	2	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	3	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	4	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	5	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	6	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	7	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	8	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
SIMSBM_[1]	9	0.9167	0.8182	0.8182	0.8182	0.9669	0.9709	0.9091	0.1818	0.0909	
