	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.7959	0.7872	0.7872	0.7872	0.9449	0.8322	0.8901	0.2340	0.0585	
SIMSBM_[2]	1	0.8200	0.7872	0.7872	0.7872	0.9522	0.8587	0.8901	0.2340	0.0585	
SIMSBM_[2]	2	0.8200	0.7872	0.7872	0.7872	0.9511	0.8577	0.8901	0.2340	0.0585	
SIMSBM_[2]	3	0.8039	0.7872	0.7872	0.7872	0.9504	0.8535	0.8901	0.2340	0.0585	
SIMSBM_[2]	4	0.8037	0.7872	0.7872	0.7872	0.9479	0.8502	0.8901	0.2340	0.0585	
SIMSBM_[2]	5	0.8200	0.7872	0.7872	0.7872	0.9520	0.8568	0.8901	0.2340	0.0585	
SIMSBM_[2]	6	0.8000	0.7872	0.7872	0.7872	0.9479	0.8467	0.8901	0.2340	0.0585	
SIMSBM_[2]	7	0.8037	0.7872	0.7872	0.7872	0.9476	0.8482	0.8901	0.2340	0.0585	
SIMSBM_[2]	8	0.8200	0.7872	0.7872	0.7872	0.9499	0.8526	0.8901	0.2340	0.0585	
SIMSBM_[2]	9	0.8119	0.7872	0.7872	0.7872	0.9499	0.8532	0.8901	0.2340	0.0585	
