	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8632	0.8511	0.8723	0.8723	0.9484	0.8188	0.9362	0.1277	0.0319	
SIMSBM_[2]	1	0.8660	0.8298	0.8511	0.8511	0.9470	0.8057	0.9255	0.1489	0.0372	
SIMSBM_[2]	2	0.8542	0.8298	0.8511	0.8511	0.9469	0.8102	0.9255	0.1489	0.0372	
SIMSBM_[2]	3	0.8750	0.8511	0.8723	0.8723	0.9504	0.8217	0.9362	0.1277	0.0319	
SIMSBM_[2]	4	0.8750	0.8511	0.8723	0.8723	0.9531	0.8282	0.9362	0.1277	0.0319	
SIMSBM_[2]	5	0.8750	0.8511	0.8723	0.8723	0.9529	0.8278	0.9362	0.1277	0.0319	
SIMSBM_[2]	6	0.8750	0.8511	0.8723	0.8723	0.9513	0.8230	0.9362	0.1277	0.0319	
SIMSBM_[2]	7	0.8750	0.8511	0.8723	0.8723	0.9510	0.8203	0.9362	0.1277	0.0319	
SIMSBM_[2]	8	0.8687	0.8511	0.8723	0.8723	0.9519	0.8285	0.9362	0.1277	0.0319	
SIMSBM_[2]	9	0.8660	0.8511	0.8723	0.8723	0.9499	0.8177	0.9362	0.1277	0.0319	
