	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.7158	0.6809	0.7447	0.7021	0.8676	0.7466	0.8511	0.4468	0.1117	
SIMSBM_[3]	1	0.6929	0.6170	0.6596	0.6170	0.8611	0.7438	0.8085	0.5319	0.1330	
SIMSBM_[3]	2	0.6992	0.6170	0.6596	0.6170	0.8613	0.7457	0.8085	0.5319	0.1330	
SIMSBM_[3]	3	0.6829	0.6170	0.6596	0.6170	0.8536	0.7297	0.8085	0.5319	0.1330	
SIMSBM_[3]	4	0.6984	0.6170	0.6596	0.6170	0.8621	0.7501	0.8085	0.5319	0.1330	
SIMSBM_[3]	5	0.6929	0.6170	0.6596	0.6170	0.8646	0.7502	0.8085	0.5319	0.1330	
SIMSBM_[3]	6	0.6931	0.6170	0.6809	0.6383	0.8639	0.7546	0.8191	0.5106	0.1277	
SIMSBM_[3]	7	0.6931	0.6170	0.6596	0.6170	0.8633	0.7450	0.8085	0.5319	0.1330	
SIMSBM_[3]	8	0.7000	0.6383	0.6809	0.6383	0.8632	0.7393	0.8191	0.5106	0.1277	
SIMSBM_[3]	9	0.7158	0.6809	0.7447	0.7021	0.8667	0.7525	0.8511	0.4468	0.1117	
