	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.8211	0.8085	0.8085	0.8085	0.9128	0.7659	0.8972	0.2340	0.0585	
SIMSBM_[3]	1	0.8298	0.8298	0.8298	0.8298	0.9175	0.7436	0.9078	0.2128	0.0532	
SIMSBM_[3]	2	0.8125	0.8085	0.8085	0.8085	0.9141	0.7611	0.9007	0.2128	0.0532	
SIMSBM_[3]	3	0.8211	0.8085	0.8085	0.8085	0.9137	0.7663	0.8972	0.2340	0.0585	
SIMSBM_[3]	4	0.8211	0.8085	0.8085	0.8085	0.9129	0.7663	0.8972	0.2340	0.0585	
SIMSBM_[3]	5	0.8298	0.8298	0.8298	0.8298	0.9138	0.7712	0.9096	0.2128	0.0532	
SIMSBM_[3]	6	0.8298	0.8298	0.8298	0.8298	0.9117	0.7574	0.9096	0.2128	0.0532	
SIMSBM_[3]	7	0.8298	0.8298	0.8298	0.8298	0.9138	0.7706	0.9096	0.2128	0.0532	
SIMSBM_[3]	8	0.8298	0.8298	0.8298	0.8298	0.9087	0.7686	0.9096	0.2128	0.0532	
SIMSBM_[3]	9	0.8298	0.8298	0.8298	0.8298	0.9090	0.7711	0.9096	0.2128	0.0532	
