	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8936	0.8723	0.8723	0.8723	0.9588	0.9235	0.9291	0.1702	0.0426	
SIMSBM_[2]	1	0.8842	0.8723	0.8723	0.8723	0.9552	0.9143	0.9273	0.1915	0.0479	
SIMSBM_[2]	2	0.8842	0.8723	0.8723	0.8723	0.9562	0.9210	0.9273	0.1915	0.0479	
SIMSBM_[2]	3	0.8842	0.8723	0.8723	0.8723	0.9581	0.9226	0.9291	0.1702	0.0426	
SIMSBM_[2]	4	0.8842	0.8723	0.8723	0.8723	0.9556	0.9153	0.9291	0.1702	0.0426	
SIMSBM_[2]	5	0.8936	0.8723	0.8723	0.8723	0.9561	0.9202	0.9291	0.1702	0.0426	
SIMSBM_[2]	6	0.8817	0.8723	0.8723	0.8723	0.9550	0.9112	0.9291	0.1702	0.0426	
SIMSBM_[2]	7	0.8817	0.8723	0.8723	0.8723	0.9537	0.9109	0.9291	0.1702	0.0426	
SIMSBM_[2]	8	0.8842	0.8723	0.8723	0.8723	0.9570	0.9213	0.9291	0.1702	0.0426	
SIMSBM_[2]	9	0.8842	0.8723	0.8723	0.8723	0.9570	0.9212	0.9291	0.1702	0.0426	
