	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.7292	0.7021	0.7447	0.7021	0.8686	0.7447	0.8511	0.4468	0.1117	
SIMSBM_[3]	1	0.7292	0.7021	0.7447	0.7021	0.8642	0.7424	0.8511	0.4468	0.1117	
SIMSBM_[3]	2	0.7216	0.6809	0.7447	0.7021	0.8655	0.7531	0.8511	0.4468	0.1117	
SIMSBM_[3]	3	0.6981	0.6383	0.6809	0.6383	0.8624	0.7307	0.8191	0.5106	0.1277	
SIMSBM_[3]	4	0.6931	0.6383	0.6809	0.6383	0.8648	0.7372	0.8191	0.5106	0.1277	
SIMSBM_[3]	5	0.7158	0.6809	0.7447	0.7021	0.8707	0.7558	0.8511	0.4468	0.1117	
SIMSBM_[3]	6	0.7292	0.7021	0.7447	0.7021	0.8682	0.7442	0.8511	0.4468	0.1117	
SIMSBM_[3]	7	0.6931	0.6170	0.6809	0.6383	0.8615	0.7252	0.8191	0.5106	0.1277	
SIMSBM_[3]	8	0.7292	0.7021	0.7447	0.7021	0.8635	0.7378	0.8511	0.4468	0.1117	
SIMSBM_[3]	9	0.7158	0.6809	0.7447	0.7021	0.8696	0.7569	0.8511	0.4468	0.1117	
