	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.7292	0.7021	0.7447	0.7021	0.8651	0.7313	0.8511	0.4468	0.1117	
SIMSBM_[3]	1	0.7292	0.7021	0.7447	0.7021	0.8690	0.7334	0.8511	0.4468	0.1117	
SIMSBM_[3]	2	0.7292	0.7021	0.7447	0.7021	0.8730	0.7443	0.8511	0.4468	0.1117	
SIMSBM_[3]	3	0.7292	0.7021	0.7447	0.7021	0.8648	0.7314	0.8511	0.4468	0.1117	
SIMSBM_[3]	4	0.7292	0.7021	0.7447	0.7021	0.8639	0.7425	0.8511	0.4468	0.1117	
SIMSBM_[3]	5	0.7292	0.7021	0.7447	0.7021	0.8664	0.7324	0.8511	0.4468	0.1117	
SIMSBM_[3]	6	0.7292	0.7021	0.7447	0.7021	0.8662	0.7323	0.8511	0.4468	0.1117	
SIMSBM_[3]	7	0.7292	0.7021	0.7447	0.7021	0.8629	0.7306	0.8511	0.4468	0.1117	
SIMSBM_[3]	8	0.7037	0.6170	0.6596	0.6170	0.8668	0.7465	0.8085	0.5319	0.1330	
SIMSBM_[3]	9	0.7292	0.7021	0.7447	0.7021	0.8660	0.7319	0.8511	0.4468	0.1117	
