	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8211	0.8085	0.8085	0.8085	0.9241	0.7781	0.9007	0.2128	0.0532	
SIMSBM_[2]	1	0.8211	0.8085	0.8085	0.8085	0.9227	0.7809	0.9007	0.2128	0.0532	
SIMSBM_[2]	2	0.8211	0.8085	0.8085	0.8085	0.9220	0.7823	0.9007	0.2128	0.0532	
SIMSBM_[2]	3	0.8211	0.8085	0.8085	0.8085	0.9239	0.7735	0.9007	0.2128	0.0532	
SIMSBM_[2]	4	0.8211	0.8085	0.8085	0.8085	0.9250	0.7798	0.9007	0.2128	0.0532	
SIMSBM_[2]	5	0.8211	0.8085	0.8085	0.8085	0.9239	0.7778	0.9007	0.2128	0.0532	
SIMSBM_[2]	6	0.8211	0.8085	0.8085	0.8085	0.9214	0.7640	0.9007	0.2128	0.0532	
SIMSBM_[2]	7	0.8211	0.8085	0.8085	0.8085	0.9235	0.7770	0.9007	0.2128	0.0532	
SIMSBM_[2]	8	0.8211	0.8085	0.8085	0.8085	0.9223	0.7722	0.9007	0.2128	0.0532	
SIMSBM_[2]	9	0.8211	0.8085	0.8085	0.8085	0.9218	0.7792	0.9007	0.2128	0.0532	
