	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.8037	0.7872	0.7872	0.7872	0.9455	0.8427	0.8901	0.2340	0.0585	
SIMSBM_[3]	1	0.8190	0.7872	0.7872	0.7872	0.9422	0.8056	0.8901	0.2340	0.0585	
SIMSBM_[3]	2	0.8037	0.7872	0.7872	0.7872	0.9436	0.8334	0.8901	0.2340	0.0585	
SIMSBM_[3]	3	0.8119	0.7872	0.7872	0.7872	0.9467	0.8447	0.8901	0.2340	0.0585	
SIMSBM_[3]	4	0.8113	0.7660	0.7872	0.7872	0.9395	0.7975	0.8901	0.2340	0.0585	
SIMSBM_[3]	5	0.8119	0.7872	0.7872	0.7872	0.9470	0.8483	0.8901	0.2340	0.0585	
SIMSBM_[3]	6	0.8039	0.7872	0.7872	0.7872	0.9448	0.8412	0.8901	0.2340	0.0585	
SIMSBM_[3]	7	0.8190	0.7872	0.7872	0.7872	0.9496	0.8482	0.8901	0.2340	0.0585	
SIMSBM_[3]	8	0.8113	0.7660	0.7872	0.7872	0.9431	0.8163	0.8901	0.2340	0.0585	
SIMSBM_[3]	9	0.8113	0.7660	0.7872	0.7872	0.9396	0.7978	0.8901	0.2340	0.0585	
