	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.6931	0.6383	0.6809	0.6383	0.8617	0.7464	0.8191	0.5106	0.1277	
SIMSBM_[3]	1	0.7083	0.6809	0.7234	0.6809	0.8617	0.7376	0.8404	0.4681	0.1170	
SIMSBM_[3]	2	0.6981	0.6170	0.6596	0.6170	0.8639	0.7551	0.8085	0.5319	0.1330	
SIMSBM_[3]	3	0.6935	0.6170	0.6596	0.6170	0.8598	0.7462	0.8085	0.5319	0.1330	
SIMSBM_[3]	4	0.7158	0.6809	0.7447	0.7021	0.8695	0.7596	0.8511	0.4468	0.1117	
SIMSBM_[3]	5	0.6947	0.6596	0.7234	0.6809	0.8654	0.7462	0.8404	0.4681	0.1170	
SIMSBM_[3]	6	0.7292	0.7021	0.7447	0.7021	0.8674	0.7514	0.8511	0.4468	0.1117	
SIMSBM_[3]	7	0.6916	0.6170	0.6596	0.6170	0.8610	0.7267	0.8085	0.5319	0.1330	
SIMSBM_[3]	8	0.6947	0.6596	0.7234	0.6809	0.8601	0.7310	0.8404	0.4681	0.1170	
SIMSBM_[3]	9	0.6935	0.6170	0.6596	0.6170	0.8655	0.7440	0.8085	0.5319	0.1330	
